Squad,defense_# Pl,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Season,keeper_# Pl,keeper_MP,keeper_Starts,keeper_Min,keeper_90s,keeper_GA,keeper_GA90,keeper_SoTA,keeper_Saves,keeper_Save%,keeper_W,keeper_D,keeper_L,keeper_CS,keeper_CS%,keeper_PKatt,keeper_PKA,keeper_PKsv,keeper_PKm,keeper_Save%.1,keeper_Season,league_Rank,league_MP,league_W,league_D,league_L,league_GF,league_GA,league_GD,league_Pts,league_Pts/MP,league_xG,league_xGA,league_xGD,league_xGD/90,league_Attendance,league_Season,passing_# Pl,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Season,shooting_# Pl,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,shooting_Season,standard_# Pl,standard_Age,standard_Poss,standard_MP,standard_Starts,standard_Min,standard_90s,standard_Gls,standard_Ast,standard_G+A,standard_G-PK,standard_PK,standard_PKatt,standard_CrdY,standard_CrdR,standard_xG,standard_npxG,standard_xAG,standard_npxG+xAG,standard_PrgC,standard_PrgP,standard_Gls.1,standard_Ast.1,standard_G+A.1,standard_G-PK.1,standard_G+A-PK,standard_xG.1,standard_xAG.1,standard_xG+xAG,standard_npxG.1,standard_npxG+xAG.1,standard_Season,Season,League,GK_SaveImpact,GK_PenaltyImpact
Heidenheim,22,34.0,601,352,311,225,65,275,591,46.5,316,463,129,334,302,903,783,5,2023-2024,1,34,34,"3,060",34.0,55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,2,12.5,2023-2024,8,34,10,12,12,50,55,-5,42,1.24,39.4,61.8,-22.5,-0.66,"15,000",2023-2024,22,34.0,10264,14339,71.6,206040,85936,3699,4713,78.5,4741,5858,80.9,1578,2863,55.1,34,27.5,30.0,6.5,279,730,201,73,983,2023-2024,22,34.0,46,392,114,29.1,11.53,3.35,0.11,0.39,17.0,12,2,3,39.4,37.0,0.1,6.6,7.0,2023-2024,22,26.7,42.5,34,374,"3,060",34.0,46,34,80,44,2,3,54,1,39.4,37.0,27.5,64.5,510,983,1.35,1.0,2.35,1.29,2.29,1.16,0.81,1.97,1.09,1.9,2023-2024,2023-2024,Bundesliga,3.739305045120625,0.25993019270997947
Hoffenheim,30,34.0,517,304,286,185,46,259,541,47.9,282,413,143,270,357,874,790,12,2023-2024,1,34,34,"3,060",34.0,66,1.94,211,143,69.7,13,7,14,2,5.9,5,2,3,0,60.0,2023-2024,7,34,13,7,14,66,66,0,46,1.35,53.6,60.8,-7.2,-0.21,"24,559",2023-2024,30,34.0,13457,17038,79.0,240505,94518,5931,6757,87.8,5840,6864,85.1,1372,2563,53.5,47,39.9,42.6,7.1,346,1069,292,76,1359,2023-2024,30,34.0,65,457,160,35.0,13.44,4.71,0.13,0.37,17.9,16,6,6,53.6,49.0,0.11,11.4,10.0,2023-2024,30,27.7,49.5,34,374,"3,060",34.0,65,47,112,59,6,6,86,5,53.6,49.0,39.9,88.9,538,1359,1.91,1.38,3.29,1.74,3.12,1.58,1.17,2.75,1.44,2.62,2023-2024,2023-2024,Bundesliga,3.7335406334463928,0.6591673732008657
Köln,26,34.0,617,375,330,234,53,342,659,51.9,317,506,154,352,305,922,766,9,2023-2024,1,34,34,"3,060",34.0,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0.0,2023-2024,17,34,5,12,17,28,60,-32,27,0.79,39.3,64.6,-25.3,-0.74,"49,829",2023-2024,26,34.0,11704,15411,75.9,209861,79468,4930,5779,85.3,5377,6369,84.4,1146,2378,48.2,17,27.2,30.9,-10.2,319,821,217,85,1086,2023-2024,26,34.0,28,441,142,32.2,12.97,4.18,0.05,0.16,17.8,12,5,6,39.3,34.7,0.08,-11.3,-11.7,2023-2024,26,25.4,46.5,34,374,"3,060",34.0,28,17,45,23,5,6,71,4,39.3,34.7,27.2,61.9,618,1086,0.82,0.5,1.32,0.68,1.18,1.16,0.8,1.96,1.02,1.82,2023-2024,2023-2024,Bundesliga,3.390863050564151,0.0
Leverkusen,24,34.0,458,277,183,187,88,197,403,48.9,206,330,72,258,224,682,460,9,2023-2024,2,34,34,"3,060",34.0,24,0.71,105,81,77.1,28,6,0,16,47.1,0,0,0,0,,2023-2024,1,34,28,6,0,89,24,65,90,2.65,73.6,29.9,43.7,1.29,"29,994",2023-2024,24,34.0,21192,24301,87.2,322890,106373,12041,12986,92.7,7316,8125,90.0,1249,1977,63.2,71,55.2,66.8,15.8,490,1716,457,72,1997,2023-2024,24,34.0,87,611,232,38.0,17.97,6.82,0.13,0.34,17.6,21,8,8,73.6,67.6,0.11,13.4,11.4,2023-2024,24,26.2,61.8,34,374,"3,060",34.0,87,71,158,79,8,8,59,0,73.6,67.6,55.2,122.8,888,1997,2.56,2.09,4.65,2.32,4.41,2.16,1.62,3.79,1.99,3.61,2023-2024,2023-2024,Bundesliga,3.5955115415604033,
Mainz 05,30,34.0,572,328,256,253,63,276,526,52.5,250,442,117,325,346,918,704,3,2023-2024,2,34,34,"3,060",34.0,51,1.5,145,95,66.9,7,14,13,8,23.5,4,3,0,1,0.0,2023-2024,13,34,7,14,13,39,51,-12,35,1.03,44.6,44.5,0.2,0.01,"30,690",2023-2024,30,34.0,10974,15120,72.6,201446,81453,4718,5730,82.3,4623,5826,79.4,1323,2702,49.0,31,32.0,35.2,-1.0,346,939,248,78,1169,2023-2024,30,34.0,38,476,134,28.2,14.0,3.94,0.08,0.28,17.5,20,1,5,44.6,40.7,0.09,-6.6,-3.7,2023-2024,30,26.7,46.1,34,374,"3,060",34.0,38,31,69,37,1,5,99,3,44.6,40.7,32.0,72.7,480,1169,1.12,0.91,2.03,1.09,2.0,1.31,0.94,2.25,1.2,2.14,2023-2024,2023-2024,Bundesliga,3.334032829922877,0.0
RB Leipzig,26,34.0,538,317,236,240,62,244,487,50.1,243,444,97,347,240,778,630,12,2023-2024,2,34,34,"3,060",34.0,39,1.15,117,79,70.1,19,8,7,10,29.4,5,4,0,1,0.0,2023-2024,4,34,19,8,7,77,39,38,65,1.91,65.6,40.1,25.5,0.75,"44,921",2023-2024,26,34.0,16254,19590,83.0,282017,96743,6994,7859,89.0,7624,8554,89.1,1287,2207,58.3,53,47.7,52.2,5.3,404,1185,334,75,1541,2023-2024,26,34.0,74,528,214,40.5,15.53,6.29,0.13,0.33,16.8,17,4,7,65.6,60.2,0.12,8.4,9.8,2023-2024,26,25.6,55.3,34,374,"3,060",34.0,74,53,127,70,4,7,61,1,65.6,60.2,47.7,107.9,714,1541,2.18,1.56,3.74,2.06,3.62,1.93,1.4,3.33,1.77,3.17,2023-2024,2023-2024,Bundesliga,3.344249921750431,0.0
Stuttgart,27,34.0,537,316,222,239,76,253,513,49.3,260,378,109,269,269,806,619,12,2023-2024,2,34,34,"3,060",34.0,39,1.15,129,93,72.1,23,4,7,12,35.3,3,3,0,0,0.0,2023-2024,2,34,23,4,7,78,39,39,73,2.15,70.9,38.1,32.7,0.96,"55,089",2023-2024,27,34.0,19201,22456,85.5,312129,108823,9516,10371,91.8,7721,8581,90.0,1352,2320,58.3,60,53.3,58.8,6.7,413,1338,356,80,1618,2023-2024,27,34.0,78,529,206,38.9,15.56,6.06,0.14,0.35,17.6,8,5,8,70.9,64.6,0.13,7.1,8.4,2023-2024,27,25.0,59.9,34,374,"3,060",34.0,78,60,138,73,5,8,56,1,70.9,64.6,53.3,117.9,693,1618,2.29,1.76,4.06,2.15,3.91,2.08,1.57,3.65,1.9,3.47,2023-2024,2023-2024,Bundesliga,3.5094923387784744,0.0
Union Berlin,30,34.0,549,352,242,240,67,254,504,50.4,250,480,137,343,305,854,861,9,2023-2024,2,34,34,"3,060",34.0,58,1.71,168,109,68.5,9,6,19,7,20.6,7,5,2,0,28.6,2023-2024,15,34,9,6,19,33,58,-25,33,0.97,40.1,50.5,-10.4,-0.31,"21,840",2023-2024,30,34.0,11004,14784,74.4,204399,86273,4534,5371,84.4,4773,5802,82.3,1356,2658,51.0,23,25.0,28.4,-2.0,300,859,233,80,1146,2023-2024,30,34.0,33,403,127,31.5,11.85,3.74,0.07,0.24,16.4,7,3,6,40.1,35.3,0.09,-7.1,-5.3,2023-2024,30,28.1,42.9,34,374,"3,060",34.0,33,23,56,30,3,6,67,7,40.1,35.3,25.0,60.3,389,1146,0.97,0.68,1.65,0.88,1.56,1.18,0.74,1.91,1.04,1.77,2023-2024,2023-2024,Bundesliga,3.5139806197223056,0.5124432081992237
Werder Bremen,30,34.0,604,351,303,239,62,312,609,51.2,297,434,153,281,284,888,785,9,2023-2024,2,34,34,"3,060",34.0,54,1.59,166,113,71.1,11,9,14,7,20.6,6,6,0,0,0.0,2023-2024,9,34,11,9,14,48,54,-6,42,1.24,46.9,56.5,-9.6,-0.28,"41,721",2023-2024,30,34.0,12821,16418,78.1,237961,91530,5250,6169,85.1,5760,6739,85.5,1549,2676,57.9,33,35.6,38.2,-2.6,321,882,276,83,1172,2023-2024,30,34.0,45,407,125,30.7,11.97,3.68,0.1,0.32,17.4,14,5,6,46.9,42.0,0.1,-1.9,-2.0,2023-2024,30,27.0,46.8,34,374,"3,060",34.0,45,33,78,40,5,6,73,2,46.9,42.0,35.6,77.6,492,1172,1.32,0.97,2.29,1.18,2.15,1.38,1.05,2.43,1.24,2.28,2023-2024,2023-2024,Bundesliga,3.638893600628313,0.0
Wolfsburg,28,34.0,550,303,272,201,77,262,527,49.7,265,414,99,315,268,818,801,8,2023-2024,2,34,34,"3,060",34.0,56,1.65,151,98,64.2,10,7,17,6,17.6,3,2,0,1,0.0,2023-2024,12,34,10,7,17,41,56,-15,37,1.09,39.2,44.7,-5.5,-0.16,"25,316",2023-2024,28,34.0,13092,16624,78.8,232194,87396,5883,6706,87.7,5603,6605,84.8,1288,2422,53.2,27,28.5,38.6,-1.5,310,954,263,67,1235,2023-2024,28,34.0,41,411,147,35.8,12.09,4.32,0.09,0.27,17.7,17,2,3,39.2,36.7,0.09,1.8,2.3,2023-2024,28,25.6,48.0,34,374,"3,060",34.0,41,27,68,39,2,3,86,5,39.2,36.7,28.5,65.2,441,1235,1.21,0.79,2.0,1.15,1.94,1.15,0.84,1.99,1.08,1.92,2023-2024,2023-2024,Bundesliga,3.2253312943833095,0.0
Atalanta,30,38.0,606,343,252,256,98,265,591,44.8,326,421,92,329,516,1122,484,11,2020-2021,2,38,38,"3,417",38.0,47,1.24,112,63,62.5,23,9,6,11,28.9,8,5,3,0,37.5,2020-2021,3,38,23,9,6,90,47,43,78,2.05,74.7,41.0,33.7,0.89,105,2020-2021,30,38.0,18066,22063,81.9,310229,109918,8542,9641,88.6,7388,8505,86.9,1686,2744,61.4,65,55.5,49.1,9.5,487,1635,490,85,2077,2020-2021,30,38.0,90,614,221,36.0,16.16,5.82,0.14,0.38,16.6,28,6,7,74.7,69.3,0.12,15.3,14.7,2020-2021,30,27.3,54.6,38,418,"3,420",38.0,90,65,155,84,6,7,67,3,74.7,69.3,55.5,124.7,874,2077,2.37,1.71,4.08,2.21,3.92,1.97,1.46,3.43,1.82,3.28,2020-2021,2020-2021,Serie-A,2.954617386695213,0.6719098009605207
Benevento,29,38.0,511,288,278,179,54,243,646,37.6,403,382,123,259,383,894,746,13,2020-2021,2,38,38,"3,420",38.0,75,1.97,177,107,59.9,7,12,19,7,18.4,5,4,1,0,20.0,2020-2021,18,38,7,12,19,40,75,-35,33,0.87,40.6,64.3,-23.6,-0.62,158,2020-2021,29,38.0,11573,15318,75.6,210156,81278,4998,5811,86.0,4745,5735,82.7,1419,2776,51.1,26,27.6,24.7,-1.6,300,762,270,85,1096,2020-2021,29,38.0,40,411,128,31.1,10.82,3.37,0.09,0.27,17.7,17,5,7,40.6,35.0,0.09,-0.6,0.0,2020-2021,29,28.7,42.6,38,418,"3,420",38.0,40,26,66,35,5,7,95,5,40.6,35.0,27.6,62.6,512,1096,1.05,0.68,1.74,0.92,1.61,1.07,0.73,1.79,0.92,1.65,2020-2021,2020-2021,Serie-A,3.103888346624959,0.3218875824868201
Bologna,37,38.0,542,313,273,186,83,209,538,38.8,329,452,147,305,424,966,740,21,2020-2021,3,38,38,"3,420",38.0,65,1.71,193,128,69.9,10,11,17,5,13.2,9,7,2,0,22.2,2020-2021,12,38,10,11,17,51,65,-14,41,1.08,54.6,62.6,-7.9,-0.21,105,2020-2021,37,38.0,14683,18539,79.2,256744,99247,6690,7649,87.5,5992,7098,84.4,1528,2648,57.7,38,39.0,29.3,-1.0,372,1193,262,60,1516,2020-2021,37,38.0,49,495,175,35.4,13.03,4.61,0.09,0.26,18.5,24,3,4,54.6,51.1,0.11,-5.6,-5.1,2020-2021,37,27.2,50.8,38,418,"3,420",38.0,49,38,87,46,3,4,82,4,54.6,51.1,39.0,90.1,706,1516,1.29,1.0,2.29,1.21,2.21,1.44,1.03,2.47,1.34,2.37,2020-2021,2020-2021,Serie-A,3.682232853185267,0.46163602225292355
Cagliari,32,38.0,589,336,296,229,64,269,647,41.6,378,421,130,291,388,977,777,6,2020-2021,2,38,38,"3,420",38.0,59,1.55,203,144,73.4,9,10,19,7,18.4,5,5,0,0,0.0,2020-2021,16,38,9,10,19,43,59,-16,37,0.97,47.1,61.7,-14.6,-0.38,105,2020-2021,32,38.0,13040,16868,77.3,235900,89913,5808,6708,86.6,5346,6416,83.3,1542,2779,55.5,30,34.0,30.8,-4.0,317,967,276,91,1228,2020-2021,32,38.0,43,429,122,28.4,11.29,3.21,0.09,0.32,17.4,13,4,5,47.1,43.4,0.1,-4.1,-4.4,2020-2021,32,26.5,44.8,38,418,"3,420",38.0,43,30,73,39,4,5,77,3,47.1,43.4,34.0,77.5,589,1228,1.13,0.79,1.92,1.03,1.82,1.24,0.9,2.14,1.14,2.04,2020-2021,2020-2021,Serie-A,3.903500075481655,0.0
Crotone,31,38.0,540,311,288,196,56,225,556,40.5,331,406,137,269,380,920,748,12,2020-2021,3,38,38,"3,420",38.0,92,2.42,216,126,59.7,6,5,27,3,7.9,5,5,0,0,0.0,2020-2021,19,38,6,5,27,45,92,-47,23,0.61,40.4,70.8,-30.5,-0.8,53,2020-2021,31,38.0,13532,17229,78.5,245442,95255,5782,6594,87.7,6004,7014,85.6,1437,2695,53.3,27,23.9,22.1,3.1,269,862,224,68,1217,2020-2021,31,38.0,44,353,111,31.4,9.29,2.92,0.1,0.32,18.8,15,9,9,40.4,33.4,0.1,3.6,1.6,2020-2021,31,27.8,46.3,38,418,"3,420",38.0,44,27,71,35,9,9,89,4,40.4,33.4,23.9,57.2,582,1217,1.16,0.71,1.87,0.92,1.63,1.06,0.63,1.69,0.88,1.51,2020-2021,2020-2021,Serie-A,3.2117987200636544,0.0
Fiorentina,30,38.0,496,263,228,198,70,229,544,42.1,315,362,127,235,388,884,619,8,2020-2021,2,38,38,"3,420",38.0,59,1.55,152,92,66.4,9,13,16,9,23.7,11,8,3,0,27.3,2020-2021,13,38,9,13,16,47,59,-12,40,1.05,44.9,61.5,-16.6,-0.44,105,2020-2021,30,38.0,13430,17136,78.4,246275,88848,5748,6592,87.2,5603,6571,85.3,1668,2930,56.9,31,31.6,28.0,-0.6,266,1130,245,93,1353,2020-2021,30,38.0,44,366,115,31.4,9.63,3.03,0.1,0.33,16.9,14,6,6,44.9,40.2,0.11,-0.9,-2.2,2020-2021,30,26.6,46.3,38,418,"3,420",38.0,44,31,75,38,6,6,86,5,44.9,40.2,31.6,71.8,637,1353,1.16,0.82,1.97,1.0,1.82,1.18,0.83,2.01,1.06,1.89,2020-2021,2020-2021,Serie-A,3.3402107798045773,0.599842309612788
Genoa,34,38.0,555,309,293,197,65,255,640,39.8,385,437,123,314,520,1075,785,12,2020-2021,3,38,38,"3,419",38.0,58,1.53,188,132,72.9,10,12,16,9,23.7,7,7,0,0,0.0,2020-2021,11,38,10,12,16,47,58,-11,42,1.11,38.8,60.5,-21.7,-0.57,53,2020-2021,34,38.0,13954,17948,77.7,246279,89499,6410,7297,87.8,5472,6511,84.0,1602,3000,53.4,32,26.4,19.4,5.6,249,920,226,74,1165,2020-2021,34,38.0,46,338,120,35.5,8.89,3.16,0.12,0.35,18.0,11,4,4,38.8,35.6,0.11,7.2,6.4,2020-2021,34,28.3,44.8,38,418,"3,420",38.0,46,32,78,42,4,4,87,2,38.8,35.6,26.4,62.0,523,1165,1.21,0.84,2.05,1.11,1.95,1.02,0.69,1.72,0.94,1.63,2020-2021,2020-2021,Serie-A,3.8212335739784797,0.0
Hellas Verona,32,38.0,465,269,224,183,58,173,413,41.9,240,374,144,230,492,957,756,12,2020-2021,3,38,38,"3,420",38.0,48,1.26,145,99,71.0,11,12,15,7,18.4,7,6,0,1,0.0,2020-2021,10,38,11,12,15,46,48,-2,45,1.18,45.3,49.5,-4.1,-0.11,611,2020-2021,32,38.0,12926,17419,74.2,232123,85512,5724,6738,85.0,5450,6669,81.7,1405,2918,48.1,30,33.5,27.8,-3.5,304,1088,289,67,1490,2020-2021,32,38.0,38,400,118,29.5,10.53,3.11,0.09,0.3,16.2,13,3,3,45.3,43.0,0.11,-7.3,-8.0,2020-2021,32,26.2,49.8,38,418,"3,420",38.0,38,30,68,35,3,3,91,1,45.3,43.0,33.5,76.5,599,1490,1.0,0.79,1.79,0.92,1.71,1.19,0.88,2.08,1.13,2.01,2020-2021,2020-2021,Serie-A,3.538360701412919,0.0
Inter,25,38.0,506,286,214,206,86,213,527,40.4,314,383,102,281,371,877,582,8,2020-2021,3,38,38,"3,420",38.0,35,0.92,118,82,74.6,28,7,3,14,36.8,7,5,2,0,28.6,2020-2021,1,38,28,7,3,89,35,54,91,2.39,74.2,39.8,34.3,0.9,158,2020-2021,25,38.0,18384,21624,85.0,321565,102857,8126,8970,90.6,7965,8842,90.1,1776,2636,67.4,62,52.5,46.5,9.5,422,1361,395,96,1707,2020-2021,25,38.0,84,543,194,35.7,14.29,5.11,0.14,0.39,16.3,17,8,9,74.2,67.2,0.13,9.8,8.8,2020-2021,25,27.7,52.5,38,418,"3,420",38.0,84,62,146,76,8,9,61,2,74.2,67.2,52.5,119.8,766,1707,2.21,1.63,3.84,2.0,3.63,1.95,1.38,3.34,1.77,3.15,2020-2021,2020-2021,Serie-A,3.565226125861201,0.5124432081992237
Juventus,30,38.0,566,323,244,242,80,243,612,39.7,369,390,114,276,458,1024,581,14,2020-2021,3,38,38,"3,420",38.0,38,1.0,121,82,73.6,23,9,6,8,21.1,9,6,3,0,33.3,2020-2021,4,38,23,9,6,77,38,39,78,2.05,74.4,39.4,35.0,0.92,105,2020-2021,30,38.0,19839,23031,86.1,353120,113338,8475,9273,91.4,8934,9758,91.6,1969,2877,68.4,59,55.1,40.5,3.9,470,1454,356,89,1768,2020-2021,30,38.0,76,585,206,35.2,15.39,5.42,0.12,0.33,16.8,23,8,10,74.4,67.0,0.12,1.6,1.0,2020-2021,30,27.7,56.9,38,418,"3,420",38.0,76,59,135,68,8,10,80,6,74.4,67.0,55.1,122.1,949,1768,2.0,1.55,3.55,1.79,3.34,1.96,1.45,3.41,1.76,3.21,2020-2021,2020-2021,Serie-A,3.5357594889236768,0.6479880796354193
Lazio,30,38.0,595,346,284,244,67,254,678,37.5,424,404,92,312,445,1040,649,7,2020-2021,2,38,38,"3,420",38.0,55,1.45,151,98,70.2,21,5,12,12,31.6,10,10,0,0,0.0,2020-2021,6,38,21,5,12,61,55,6,68,1.79,58.2,47.3,10.9,0.29,158,2020-2021,30,38.0,16972,20795,81.6,304863,108222,7366,8356,88.2,7099,8110,87.5,2007,3161,63.5,40,39.6,34.6,0.4,391,1479,398,115,1688,2020-2021,30,38.0,59,514,175,34.0,13.53,4.61,0.1,0.3,17.3,14,6,10,58.2,50.7,0.1,0.8,2.3,2020-2021,30,29.4,53.0,38,418,"3,420",38.0,59,40,99,53,6,10,107,5,58.2,50.7,39.6,90.2,785,1688,1.55,1.05,2.61,1.39,2.45,1.53,1.04,2.57,1.33,2.37,2020-2021,2020-2021,Serie-A,3.5267641256340863,0.0
Milan,29,38.0,627,357,299,257,71,276,605,45.6,329,435,133,302,382,1009,732,13,2020-2021,2,38,38,"3,420",38.0,41,1.08,133,92,71.4,24,7,7,14,36.8,5,3,1,1,25.0,2020-2021,2,38,24,7,7,74,41,33,79,2.08,70.7,47.0,23.7,0.62,105,2020-2021,29,38.0,15889,19459,81.7,275188,97709,7279,8168,89.1,6493,7406,87.7,1617,2709,59.7,47,43.9,40.1,3.1,408,1250,346,80,1483,2020-2021,29,38.0,72,537,184,34.3,14.13,4.84,0.11,0.31,18.4,30,15,20,70.7,56.0,0.11,1.3,1.0,2020-2021,29,24.4,51.7,38,418,"3,420",38.0,72,47,119,57,15,20,83,4,70.7,56.0,43.9,99.8,784,1483,1.89,1.24,3.13,1.5,2.74,1.86,1.15,3.02,1.47,2.63,2020-2021,2020-2021,Serie-A,3.497057617164951,0.34657359027997264
Napoli,25,38.0,574,345,280,213,81,257,635,40.5,378,381,98,283,369,943,532,17,2020-2021,2,38,38,"3,420",38.0,41,1.08,123,83,70.7,24,5,9,14,36.8,5,5,0,0,0.0,2020-2021,5,38,24,5,9,86,41,45,77,2.03,67.7,42.6,25.2,0.66,105,2020-2021,25,38.0,18892,22210,85.1,319926,104978,9198,10054,91.5,7244,8103,89.4,1879,2799,67.1,56,46.9,38.6,9.1,479,1325,363,69,1703,2020-2021,25,38.0,83,637,217,34.1,16.76,5.71,0.12,0.35,18.1,25,7,8,67.7,61.4,0.1,15.3,14.6,2020-2021,25,27.1,55.1,38,418,"3,420",38.0,83,56,139,76,7,8,76,3,67.7,61.4,46.9,108.3,884,1703,2.18,1.47,3.66,2.0,3.47,1.78,1.23,3.02,1.62,2.85,2020-2021,2020-2021,Serie-A,3.4079390668827614,0.0
Parma,42,38.0,585,317,317,215,53,269,695,38.7,426,412,116,296,463,1048,806,14,2020-2021,2,38,38,"3,420",38.0,83,2.18,191,111,58.1,3,11,24,5,13.2,3,3,0,0,0.0,2020-2021,20,38,3,11,24,39,83,-44,20,0.53,42.5,61.0,-18.5,-0.49,158,2020-2021,42,38.0,14837,18427,80.5,288732,105937,5771,6609,87.3,6553,7501,87.4,2179,3355,64.9,26,30.5,26.1,-4.5,286,1074,238,90,1319,2020-2021,42,38.0,39,392,123,31.4,10.32,3.24,0.09,0.28,18.1,20,5,5,42.5,38.6,0.1,-3.5,-4.6,2020-2021,42,28.0,47.8,38,418,"3,420",38.0,39,26,65,34,5,5,91,1,42.5,38.6,30.5,69.0,607,1319,1.03,0.68,1.71,0.89,1.58,1.12,0.8,1.92,1.01,1.82,2020-2021,2020-2021,Serie-A,3.054604811148141,0.0
Roma,31,38.0,478,273,192,218,68,206,582,35.4,376,360,83,277,489,967,521,26,2020-2021,3,38,38,"3,420",38.0,55,1.45,167,114,70.1,18,8,12,11,28.9,6,5,1,0,16.7,2020-2021,7,38,18,8,12,68,58,10,62,1.63,65.3,45.6,19.7,0.53,105,2020-2021,31,38.0,16561,19977,82.9,303327,98451,6898,7773,88.7,7551,8390,90.0,1810,2923,61.9,51,48.2,37.1,2.8,395,1207,328,68,1583,2020-2021,31,38.0,67,537,191,35.6,14.13,5.03,0.11,0.31,16.4,14,7,8,65.3,59.0,0.12,1.7,1.0,2020-2021,31,26.7,52.2,38,418,"3,420",38.0,67,51,118,60,7,8,91,3,65.3,59.0,48.2,107.2,863,1583,1.76,1.34,3.11,1.58,2.92,1.72,1.27,2.98,1.55,2.82,2020-2021,2020-2021,Serie-A,3.5918987495616843,0.29922383136108516
Sampdoria,27,38.0,576,326,275,235,66,251,634,39.6,383,470,154,316,453,1029,745,6,2020-2021,2,38,38,"3,420",38.0,54,1.42,174,119,73.0,15,7,16,7,18.4,9,7,2,0,22.2,2020-2021,9,38,15,7,16,52,54,-2,52,1.37,45.4,56.1,-10.7,-0.28,105,2020-2021,27,38.0,13423,17643,76.1,241858,92319,6023,7007,86.0,5353,6512,82.2,1630,3045,53.5,37,31.9,28.8,5.1,321,1006,265,76,1370,2020-2021,27,38.0,52,422,134,31.8,11.11,3.53,0.11,0.35,17.5,15,5,6,45.4,41.1,0.1,6.6,5.9,2020-2021,27,27.9,45.2,38,418,"3,420",38.0,52,37,89,47,5,6,83,3,45.4,41.1,31.9,73.0,588,1370,1.37,0.97,2.34,1.24,2.21,1.2,0.84,2.04,1.08,1.92,2020-2021,2020-2021,Serie-A,3.7702937609641656,0.46163602225292355
Sassuolo,28,38.0,528,310,276,164,88,241,543,44.4,302,383,141,242,426,954,629,11,2020-2021,2,38,38,"3,420",38.0,56,1.47,186,130,72.0,17,11,10,8,21.1,5,4,1,0,20.0,2020-2021,8,38,17,11,10,64,56,8,62,1.63,58.4,55.4,3.0,0.08,134,2020-2021,28,38.0,20368,23660,86.1,329660,107912,10297,11141,92.4,7918,8787,90.1,1539,2467,62.4,36,34.0,31.0,2.0,381,1539,353,46,1746,2020-2021,28,38.0,61,516,164,31.8,13.58,4.32,0.09,0.29,18.7,25,13,14,58.4,47.7,0.09,2.6,0.3,2020-2021,28,26.5,60.3,38,418,"3,420",38.0,61,36,97,48,13,14,79,4,58.4,47.7,34.0,81.8,770,1746,1.61,0.95,2.55,1.26,2.21,1.54,0.9,2.43,1.26,2.15,2020-2021,2020-2021,Serie-A,3.7663982041353026,0.3218875824868201
Spezia,35,38.0,568,320,264,223,81,265,617,42.9,352,364,101,263,394,962,551,12,2020-2021,3,38,38,"3,420",38.0,72,1.89,178,105,64.6,9,12,17,5,13.2,10,9,1,0,10.0,2020-2021,15,38,9,12,17,52,72,-20,39,1.03,46.6,65.1,-18.5,-0.49,105,2020-2021,35,38.0,15563,19566,79.5,303340,99199,6095,6927,88.0,6763,7842,86.2,2379,3847,61.8,37,31.1,27.5,5.9,289,1132,253,69,1388,2020-2021,35,38.0,52,382,130,34.0,10.05,3.42,0.13,0.37,16.8,10,4,5,46.6,42.7,0.12,5.4,5.3,2020-2021,35,25.2,51.9,38,418,"3,420",38.0,52,37,89,48,4,5,100,5,46.6,42.7,31.1,73.8,627,1388,1.37,0.97,2.34,1.26,2.24,1.23,0.82,2.05,1.12,1.94,2020-2021,2020-2021,Serie-A,3.3510512305731273,0.2302585092994046
Torino,29,38.0,530,306,241,205,84,247,569,43.4,322,412,127,285,444,974,727,13,2020-2021,3,38,38,"3,420",38.0,69,1.82,157,88,61.8,7,16,15,8,21.1,10,9,0,1,0.0,2020-2021,17,38,7,16,15,50,69,-19,37,0.97,50.0,62.0,-11.9,-0.31,105,2020-2021,29,38.0,13369,17163,77.9,240588,86398,6122,6894,88.8,5209,6234,83.6,1675,3057,54.8,28,32.2,27.7,-4.2,309,958,236,96,1138,2020-2021,29,38.0,49,457,144,31.5,12.03,3.79,0.1,0.31,17.5,40,5,6,50.0,45.3,0.1,-1.0,-1.3,2020-2021,29,26.9,47.3,38,418,"3,420",38.0,49,28,77,44,5,6,78,4,50.0,45.3,32.2,77.5,617,1138,1.29,0.74,2.03,1.16,1.89,1.32,0.85,2.16,1.19,2.04,2020-2021,2020-2021,Serie-A,3.1286837304106654,0.0
